RELATÓRIO GERADO DE FORMA AUTOMÁTICA COM INTENÇÃO EM VERIFICAR MÉDIA DE NOTAS
ID_UF;Nome_Estado;ID_Municipio;Nome_Municipio;Ano;Nota_Candidato
11;"Rondônia";1100122;"Ji-Paraná (RO)";2022;588,51
11;"Rondônia";1100130;"Machadinho D'Oeste (RO)";2022;641,22
11;"Rondônia";1100130;"Machadinho D'Oeste (RO)";2022;552,62
11;"Rondônia";1100130;"Machadinho D'Oeste (RO)";2022;520,98
11;"Rondônia";1100130;"Machadinho D'Oeste (RO)";2022;641,22
11;"Rondônia";1100130;"Machadinho D'Oeste (RO)";2022;552,62
11;"Rondônia";1100130;"Machadinho D'Oeste (RO)";2022;520,98
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;558,95
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;610,02
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;574,30
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;631,14
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;564,32
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;549,20
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;659,94
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;558,95
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;558,95
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;610,02
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;574,30
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;631,14
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;564,32
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;549,20
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;659,94
11;"Rondônia";1100155;"Ouro Preto do Oeste (RO)";2022;558,95
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;639,26
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;712,70
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;570,58
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;552,95
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;620,18
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;539,20
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;519,69
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;571,82
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;644,82
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;639,26
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;712,70
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;570,58
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;552,95
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;620,18
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;539,20
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;519,69
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;571,82
11;"Rondônia";1100189;"Pimenta Bueno (RO)";2022;644,82
11;"Rondônia";1100205;"Porto Velho (RO)";2022;499,20
11;"Rondônia";1100205;"Porto Velho (RO)";2022;653,33
11;"Rondônia";1100205;"Porto Velho (RO)";2022;523,43
11;"Rondônia";1100205;"Porto Velho (RO)";2022;692,71
11;"Rondônia";1100205;"Porto Velho (RO)";2022;615,17
11;"Rondônia";1100205;"Porto Velho (RO)";2022;648,51
11;"Rondônia";1100205;"Porto Velho (RO)";2022;722,18
11;"Rondônia";1100205;"Porto Velho (RO)";2022;655,12
11;"Rondônia";1100205;"Porto Velho (RO)";2022;719,51
11;"Rondônia";1100205;"Porto Velho (RO)";2022;496,04
11;"Rondônia";1100205;"Porto Velho (RO)";2022;600,56
11;"Rondônia";1100205;"Porto Velho (RO)";2022;576,80
11;"Rondônia";1100205;"Porto Velho (RO)";2022;658,40
11;"Rondônia";1100205;"Porto Velho (RO)";2022;663,57
11;"Rondônia";1100205;"Porto Velho (RO)";2022;622,90
11;"Rondônia";1100205;"Porto Velho (RO)";2022;555,96
11;"Rondônia";1100205;"Porto Velho (RO)";2022;611,96
11;"Rondônia";1100205;"Porto Velho (RO)";2022;561,50
11;"Rondônia";1100205;"Porto Velho (RO)";2022;450,36
11;"Rondônia";1100205;"Porto Velho (RO)";2022;712,02
11;"Rondônia";1100205;"Porto Velho (RO)";2022;536,81
11;"Rondônia";1100205;"Porto Velho (RO)";2022;576,91
11;"Rondônia";1100205;"Porto Velho (RO)";2022;519,67
11;"Rondônia";1100205;"Porto Velho (RO)";2022;533,04
11;"Rondônia";1100205;"Porto Velho (RO)";2022;583,76
11;"Rondônia";1100205;"Porto Velho (RO)";2022;700,71
11;"Rondônia";1100205;"Porto Velho (RO)";2022;630,16
11;"Rondônia";1100205;"Porto Velho (RO)";2022;518,82
11;"Rondônia";1100205;"Porto Velho (RO)";2022;760,92
11;"Rondônia";1100205;"Porto Velho (RO)";2022;551,70
11;"Rondônia";1100205;"Porto Velho (RO)";2022;634,34
11;"Rondônia";1100205;"Porto Velho (RO)";2022;609,64
11;"Rondônia";1100205;"Porto Velho (RO)";2022;589,73
11;"Rondônia";1100205;"Porto Velho (RO)";2022;544,16
11;"Rondônia";1100205;"Porto Velho (RO)";2022;513,98
11;"Rondônia";1100205;"Porto Velho (RO)";2022;606,86
11;"Rondônia";1100205;"Porto Velho (RO)";2022;441,41
11;"Rondônia";1100205;"Porto Velho (RO)";2022;728,61
11;"Rondônia";1100205;"Porto Velho (RO)";2022;551,74
11;"Rondônia";1100205;"Porto Velho (RO)";2022;566,31
11;"Rondônia";1100205;"Porto Velho (RO)";2022;512,58
11;"Rondônia";1100205;"Porto Velho (RO)";2022;498,78
11;"Rondônia";1100205;"Porto Velho (RO)";2022;570,37
11;"Rondônia";1100205;"Porto Velho (RO)";2022;599,88
11;"Rondônia";1100205;"Porto Velho (RO)";2022;599,94
11;"Rondônia";1100205;"Porto Velho (RO)";2022;677,09
11;"Rondônia";1100205;"Porto Velho (RO)";2022;483,52
11;"Rondônia";1100205;"Porto Velho (RO)";2022;468,70
11;"Rondônia";1100205;"Porto Velho (RO)";2022;664,06
11;"Rondônia";1100205;"Porto Velho (RO)";2022;577,41
11;"Rondônia";1100205;"Porto Velho (RO)";2022;500,49
11;"Rondônia";1100205;"Porto Velho (RO)";2022;547,02
11;"Rondônia";1100205;"Porto Velho (RO)";2022;523,37
11;"Rondônia";1100205;"Porto Velho (RO)";2022;565,64
11;"Rondônia";1100205;"Porto Velho (RO)";2022;721,56
11;"Rondônia";1100205;"Porto Velho (RO)";2022;665,28
11;"Rondônia";1100205;"Porto Velho (RO)";2022;536,48
11;"Rondônia";1100205;"Porto Velho (RO)";2022;604,28
11;"Rondônia";1100205;"Porto Velho (RO)";2022;693,71
11;"Rondônia";1100205;"Porto Velho (RO)";2022;658,12
11;"Rondônia";1100205;"Porto Velho (RO)";2022;603,61
11;"Rondônia";1100205;"Porto Velho (RO)";2022;662,56
11;"Rondônia";1100205;"Porto Velho (RO)";2022;739,33
11;"Rondônia";1100205;"Porto Velho (RO)";2022;510,36
